Date,Open,High,Low,Close,Volume,Adj Close
2010-01-01,2294.409912,2326.280029,2140.340088,2147.350098,45625830000,2147.350098
2010-02-01,2155.810059,2251.679932,2100.169922,2238.26001,42835360000,2238.26001
2010-03-01,2247.399902,2432.25,2247.330078,2397.959961,54955550000,2397.959961
2010-04-01,2411.679932,2535.280029,2383.77002,2461.189941,54528540000,2461.189941
2010-05-01,2472.320068,2503,2140.530029,2257.040039,57203120000,2257.040039
2010-06-01,2244.790039,2341.110107,2105.26001,2109.23999,48633730000,2109.23999
2010-07-01,2110.75,2307.600098,2061.139893,2254.699951,43910370000,2254.699951
2010-08-01,2283.320068,2309.429932,2099.290039,2114.030029,41794240000,2114.030029
2010-09-01,2142.75,2400.060059,2141.949951,2368.620117,41586870000,2368.620117
2010-10-01,2386.820068,2517.5,2332.459961,2507.409912,41539760000,2507.409912
2010-11-01,2520.449951,2592.939941,2459.790039,2498.22998,40893560000,2498.22998
2010-12-01,2535.189941,2675.26001,2535.189941,2652.870117,36306890000,2652.870117
2011-01-01,2676.649902,2766.169922,2663.639893,2700.080078,40221760000,2700.080078
2011-02-01,2717.610107,2840.51001,2705.540039,2782.27002,39225340000,2782.27002
2011-03-01,2791.080078,2802.320068,2603.5,2781.070068,45049990000,2781.070068
2011-04-01,2796.669922,2876.830078,2706.5,2873.540039,38024600000,2873.540039
2011-05-01,2881.280029,2887.75,2739.850098,2835.300049,42067110000,2835.300049
2011-06-01,2829.389893,2834.050049,2599.860107,2773.52002,42570710000,2773.52002
2011-07-01,2775.080078,2878.939941,2724.98999,2756.379883,37282980000,2756.379883
2011-08-01,2791.449951,2796.23999,2331.649902,2579.459961,56977870000,2579.459961
2011-09-01,2583.340088,2643.370117,2414.310059,2415.399902,42996470000,2415.399902
2011-10-01,2401.189941,2753.370117,2298.889893,2684.409912,42787830000,2684.409912
2011-11-01,2607.310059,2730.389893,2441.47998,2620.340088,38397210000,2620.340088
2011-12-01,2615.669922,2674.530029,2518.01001,2605.149902,33177490000,2605.149902
2012-01-01,2657.389893,2834.300049,2627.22998,2813.840088,35325900000,2813.840088
2012-02-01,2830.100098,3000.110107,2825.189941,2966.889893,37728460000,2966.889893
2012-03-01,2979.110107,3134.169922,2900.280029,3091.570068,36686310000,3091.570068
2012-04-01,3085.939941,3128.25,2946.040039,3046.360107,33793990000,3046.360107
2012-05-01,3044.790039,3085.399902,2774.449951,2827.340088,40115930000,2827.340088
2012-06-01,2810.129883,2942.280029,2726.679932,2935.050049,37458650000,2935.050049
2012-07-01,2938.409912,2987.939941,2837.719971,2939.52002,34686680000,2939.52002
2012-08-01,2956.719971,3100.540039,2890.850098,3066.959961,35708950000,3066.959961
2012-09-01,3063.25,3196.929932,3040.23999,3116.22998,33719730000,3116.22998
2012-10-01,3130.310059,3171.459961,2961.159912,2977.22998,36367020000,2977.22998
2012-11-01,2987.540039,3033.850098,2810.800049,3010.23999,36894240000,3010.23999
2012-12-01,3029.209961,3061.820068,2951.040039,3019.51001,33522490000,3019.51001
2013-01-01,3091.330078,3164.060059,3076.600098,3142.129883,39027620000,3142.129883
2013-02-01,3162.939941,3213.600098,3105.360107,3160.189941,35765430000,3160.189941
2013-03-01,3143.540039,3270.300049,3129.399902,3267.52002,33749180000,3267.52002
2013-04-01,3268.629883,3328.790039,3154.959961,3328.790039,36904330000,3328.790039
2013-05-01,3325.350098,3532.040039,3296.5,3455.909912,39144080000,3455.909912
2013-06-01,3460.76001,3488.310059,3294.949951,3403.25,37528250000,3403.25
